0,1,0,1,0,5,0,2.5,0,0,0,0
1,2,0,1,0,5,0,7.5,0,0,0,0
2,3,0,1,0,5,0,12.5,0,0,0,0
3,4,0,1,0,5,0,17.5,0,0,0,0
4,5,0,1,0,5,0,22.5,0,0,0,0
5,6,0,1,0,5,0,27.5,0,0,0,0
6,7,0,1,0,5,0,32.5,0,0,0,0
7,8,0,1,0,5,0,37.5,0,0,0,0
8,9,0,1,0,5,0,42.5,0,0,0,0
9,10,0,1,0,5,0,47.5,0,0,0,0
10,11,0,1,0,5,0,52.5,0,0,0,0
11,12,0,1,0,5,0,57.5,0,0,0,0
12,13,0,1,0,5,0,62.5,0,0,0,0
13,14,0,1,0,5,0,67.5,0,0,0,0
14,15,0,1,0,5,0,72.5,0,0,0,0
15,16,0,1,0,5,0,77.5,0,0,0,0
16,17,0,1,0,5,0,82.5,0,0,0,0
17,18,0,1,0,5,0,87.5,0,0,0,0
18,19,0,1,0,5,0,92.5,0,0,0,0
19,20,0,1,0,5,0,97.5,0,0,0,0
20,21,0,1,0,5,0,102.5,0,0,0,0
21,22,0,1,0,5,0,107.5,0,0,0,0
22,23,0,1,0,5,0,112.5,0,0,0,0
23,24,0,1,0,5,0,117.5,0,0,0,0
24,25,0,1,0,5,0,122.5,0,0,0,0
25,26,0,1,0,5,0,127.5,0,0,0,0
26,27,0,1,0,5,0,132.5,0,0,0,0
27,28,0,1,0,5,0,137.5,0,0,0,0
28,29,0,1,0,5,0,142.5,0,0,0,0
29,30,0,1,0,5,0,147.5,0,0,0,0
30,31,0,1,0,5,0,152.5,0,0,0,0
31,32,0,1,0,5,0,157.5,0,0,0,0
32,33,0,1,0,5,0,162.5,0,0,0,0
33,34,0,1,0,5,0,167.5,0,0,0,0
34,35,0,1,0,5,0,172.5,0,0,0,0
35,36,0,1,0,5,0,177.5,0,0,0,0
36,37,0,1,0,5,0,182.5,0,0,0,0
37,38,0,1,0,5,0,187.5,0,0,0,0
38,39,0,1,0,5,0,192.5,0,0,0,0
39,40,0,1,0,5,0,197.5,0,0,0,0
40,41,0,1,0,5,0,202.5,0,0,0,0
41,42,0,1,0,5,0,207.5,0,0,0,0
42,43,0,1,0,5,0,212.5,0,0,0,0
43,44,0,1,0,5,0,217.5,0,0,0,0
